"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Carcinoma and Other","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Pancreas","Pancreas - Neuroendocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Prostate","All Prostate","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Renal pelvis and ureter","All Renal pelvis and ureter","0","Age-specific","[u]","[u]","[u]","[note2]"
