"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Anus","All Anus","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","All Bladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - T1 non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - Ta/Tis non-muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - muscle-invasive urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - other morphology or uncertain/unknown behaviour","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Bladder","Bladder - unknown stage urothelial","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","10","Age-specific","3","1.5","5.6",NA
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","7","Age-specific","2.2","0.9","4.5",NA
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","6","Age-specific","1.9","0.7","4.1",NA
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","6","Age-specific","1.9","0.7","4",NA
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","7","Age-specific","2.2","0.9","4.6",NA
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","4","Age-specific","1.3","0.4","3.3",NA
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","5","Age-specific","1.7","0.5","3.9",NA
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","4","Age-specific","1.4","0.4","3.5",NA
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","3","Age-specific","1.1","0.2","3.1",NA
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute lymphoblastic leukaemia (ALL)","4","Age-specific","1.4","0.4","3.5",NA
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","4","Age-specific","1.2","0.3","3.1",NA
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","3","Age-specific","0.9","0.2","2.7",NA
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","5","Age-specific","1.6","0.5","3.6",NA
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","3","Age-specific","0.9","0.2","2.7",NA
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","6","Age-specific","1.9","0.7","4.1",NA
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","6","Age-specific","2","0.7","4.3",NA
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","6","Age-specific","2","0.7","4.4",NA
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","5","Age-specific","1.7","0.6","4",NA
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","4","Age-specific","1.4","0.4","3.6",NA
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Acute myeloid leukaemia (AML)","9","Age-specific","3.1","1.4","5.9",NA
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","19","Age-specific","5.8","3.5","9",NA
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","18","Age-specific","5.6","3.3","8.8",NA
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","19","Age-specific","5.9","3.6","9.3",NA
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","18","Age-specific","5.6","3.3","8.8",NA
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","21","Age-specific","6.7","4.1","10.2",NA
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","16","Age-specific","5.2","3","8.5",NA
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","25","Age-specific","8.4","5.4","12.3",NA
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","18","Age-specific","6.2","3.6","9.7",NA
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","18","Age-specific","6.4","3.8","10.1",NA
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","All Blood cancer","23","Age-specific","7.9","5","11.8",NA
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myeloid leukaemia (CML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Chronic myelomonocytic leukaemia (CMML)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Diffuse large B-cell lymphoma (DLBCL) and other high grade mature B-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Essential thrombocythaemia (ET)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Follicular lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
