"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined respiratory disease","All Heart, mediastinum, pleura, other and ill-defined respiratory disease","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined respiratory disease","All Heart, mediastinum, pleura, other and ill-defined respiratory disease","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined respiratory disease","All Heart, mediastinum, pleura, other and ill-defined respiratory disease","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined respiratory disease","All Heart, mediastinum, pleura, other and ill-defined respiratory disease","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined respiratory disease","All Heart, mediastinum, pleura, other and ill-defined respiratory disease","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","23","Age-specific","1.6","1","2.5",NA
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","35","Age-specific","2.5","1.7","3.5",NA
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","24","Age-specific","1.7","1.1","2.6",NA
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","27","Age-specific","1.9","1.3","2.8",NA
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","27","Age-specific","2","1.3","2.9",NA
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","28","Age-specific","2.1","1.4","3",NA
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","22","Age-specific","1.7","1","2.5",NA
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","27","Age-specific","2.1","1.4","3",NA
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","25","Age-specific","2","1.3","2.9",NA
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","All Kidney","27","Age-specific","2.1","1.4","3.1",NA
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","2","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","2","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","5","Age-specific","0.4","0.1","0.9",NA
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","3","Age-specific","0.2","0","0.7",NA
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Kidney - other","5","Age-specific","0.4","0.1","0.9",NA
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","22","Age-specific","1.6","1","2.4",NA
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","34","Age-specific","2.4","1.7","3.4",NA
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","22","Age-specific","1.6","1","2.4",NA
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","25","Age-specific","1.8","1.2","2.7",NA
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","25","Age-specific","1.8","1.2","2.7",NA
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","25","Age-specific","1.9","1.2","2.7",NA
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","17","Age-specific","1.3","0.7","2",NA
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","23","Age-specific","1.8","1.1","2.6",NA
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","24","Age-specific","1.9","1.2","2.8",NA
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","22","Age-specific","1.7","1.1","2.6",NA
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","6","Age-specific","0.4","0.2","0.9",NA
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","6","Age-specific","0.4","0.2","0.9",NA
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","3","Age-specific","0.2","0","0.6",NA
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","6","Age-specific","0.4","0.2","0.9",NA
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","12","Age-specific","0.9","0.5","1.5",NA
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","8","Age-specific","0.6","0.3","1.2",NA
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","9","Age-specific","0.7","0.3","1.3",NA
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","12","Age-specific","0.9","0.5","1.6",NA
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","8","Age-specific","0.6","0.3","1.2",NA
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","5","Age-specific","0.4","0.1","0.9",NA
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","6","Age-specific","0.4","0.2","0.9",NA
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","6","Age-specific","0.4","0.2","0.9",NA
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","3","Age-specific","0.2","0","0.6",NA
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","6","Age-specific","0.4","0.2","0.9",NA
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","12","Age-specific","0.9","0.5","1.5",NA
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","8","Age-specific","0.6","0.3","1.2",NA
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","9","Age-specific","0.7","0.3","1.3",NA
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","12","Age-specific","0.9","0.5","1.6",NA
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","8","Age-specific","0.6","0.3","1.2",NA
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","5","Age-specific","0.4","0.1","0.9",NA
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","All Lung","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Non-small cell lung cancer","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
